341959828,297650412
147051662,144157612
115761498,110806691
36312860,31570340
29113077,25227487
76613966,69559223
207803938,196435859
225455275,206540240
230141259,203653740
32754771,30545710
78198152,74429152
73048133,64778142
74946031,70826985
72179479,68334155
53360770,34231097
46391857,41530278
46794383,41736960
60850379,56452576
57145399,52660060
151284189,149847544
150758404,147279356
156795150,149362943
196363600,183365812
191475414,180058203
42023052,35076377
79170541,72650252
92034321,80847711
58662600,57441444
69997260,68619567
41910742,34543714
38179222,31637838
276806536,267300720
292010020,291041251
297313965,294458008
299569389,292592553
303929590,302960380
94835994,31555705
312500882,306638911
319311600,274848384
196839855,157897073
37480974,36014396
64956669,62216730
96045557,95177407
116363793,115459246
120060197,118314585
110053898,86211500
169541244,167514971
150665937,144448994
169160382,167721317
155885629,155042133
89556256,70948796
32476583,31377945
33730717,32538774
86572534,85665717
76352736,74870170
103847185,101413255
170078021,168801658
167881235,164320927
163061601,162034032
181398780,180122499
182634736,180137397
52168325,51161218
52150683,51329149
88870243,86878206
104591040,103055739
62751957,61457793
124963399,121375446
74311681,73240810
56802198,56042826
109834570,109075242
130451141,128073624
111918109,111041107
125714081,122123595
42019341,40941812
44381112,36359586
138494136,137344905
63486001,62495854
63498904,60964181
171088274,169702950
170610486,169409404
155735176,154157003
35071272,34112721
182825097,181113932
146635711,145111358
48762674,47925648
67730416,66706461
50667559,49982145
84199147,81378934
80500676,79742555
71873723,71176511
50378317,49284296
100295733,99492736
118987603,118164756
121987636,118723024
101187634,100174040
43474789,42030483
62626049,55487115
65679330,63593996
41177799,31227737
100514805,99259956
32278553,29928037
196532551,193224817
203416431,201541308
210451781,209410156
202020396,201338379
221596731,219180335
153582605,152604970
152934961,152018037
76740628,75280538
117063685,116212954
29886012,29232564
101264758,100314953
32112813,31235699
150702946,148535546
147295997,146660163
175585950,173529353
54903028,53547292
62258194,61086692
179208783,177905234
108656469,108055614
36767601,35983758
34739673,33551579
31530588,30699231
64440653,63488549
66784159,65870125
47616370,46494409
120567676,118823045
60467088,54086501
141902520,140243590
152757227,149378799
159093877,158159529
60418279,58722538
49825968,48971960
71639299,71060301
102596162,101767171
104977857,97842810
78691828,76297734
72254082,71309870
75612877,74873300
116408314,114218586
136304856,135163941
156708278,155891674
103687383,101633004
30502449,29216510
49097227,48234337
47708830,45144165
109016783,108125512
108297085,107482879
112216012,111407598
72059845,71247298
83039548,82196615
99154245,98508725
95869621,95259586
54207453,53602195
66914674,65191853
75694129,74867725
50927886,48092781
59506765,58626416
81920643,79870144
93058557,86401402
104135555,102951308
102026168,100665803
102970611,99995188
78372370,67588049
126658906,125486926
116778832,108772197
37609432,36649924
35457626,34545712
104786743,103655387
49332678,48524244
123987934,123229885
112645120,111335843
49959254,47855807
139611581,136764894
141704638,140833811
129807907,128972615
147769165,145243896
88303263,86894612
55945290,54995970
37500653,36562771
61363375,60815912
62972823,62245142
104178396,103372105
99373495,98544556
100358784,99151628
66597886,65674451
62890361,61669152
65331563,64707291
40107810,32907374
58176928,57348281
76650460,70973378
68532413,67684174
51034414,49078549
55548269,54922903
30739749,30019980
136653355,135544302
155524691,153466654
160916645,156750676
167387664,165162070
116546979,115915067
52802858,51425795
58148481,57423226
43369988,42322424
62755165,62146188
40617457,39901827
55489671,54613801
67668270,66894849
49896362,49342215
100872441,100162178
127597766,126738162
131421801,130595662
109588939,108950803
33498991,32850251
64252198,62907629
66167553,64241252
38951968,38128567
55204857,54538980
60405203,59728446
32652343,31944077
36310224,35730902
33710641,31442196
56481861,55727030
71668381,70950766
75763029,74130814
81901273,80850363
70446734,69344724
65521892,62113540
67325818,64784614
152297392,151618655
149519502,148819407
157940186,157057155
164917219,164270784
134583204,131780292
45717174,44839337
42031012,41040435
32796611,30206602
92667862,90740839
109798795,108939477
70918689,67935639
102532498,100543035
109553080,108776914
107127597,104565416
118108471,115294365
99215917,98238518
99329160,98736323
103241609,102732705
90947113,88626357
96668126,95957065
99674131,98866940
42165052,40904248
91201088,88432346
102794268,99999281
108077555,107044695
57151593,48339122
131635151,130803513
30208030,29319368
184094199,183262272
36788363,35544106
33339326,32467253
335925213,335032115
307685243,306979443
280103844,279007181
62238124,30554838
258721176,257885546
381280772,372132835
343340465,339675117
276464508,275573741
233963704,232463638
131541874,125922660
51500120,50564912
62352796,61545089
91576628,90732169
61793968,61086404
75016333,74219819
52861581,52032528
35966161,34811233
47893230,46948471
59623788,59039494
45147979,44044071
38339568,36419177
42817639,41958759
35344632,34570729
135891385,135068247
34689024,33744362
150152565,149369354
114943246,114157571
38218454,37600779
142516672,141691505
36832109,36109896
41756013,41133037
33994152,33391693
31568828,30926174
35461680,32513001
81882627,81060579
34046725,33277520
33823432,33145133
175531909,174645272
195836086,194592173
210576644,208677732
186425002,185806059
246137534,245455395
167896186,167492590
27832995,27179565
93539442,92858752
76886315,76104667
30249133,29675077
127569610,126645615
121017214,120238419
47901485,44609468
66254416,35363316
145944411,144819495
203039893,201985489
209581599,208894202
196758096,196232374
221025838,220405978
143917454,143181687
29148485,28463776
76554887,75457880
81958674,80049478
54803383,54074485
59127979,58509574
67596479,66472817
116206634,115438059
130568751,130020332
149184027,148506232
130659555,130080540
43969832,43074712
45077830,44480839
116336452,115693966
74363164,73485730
31074755,30340890
32826475,31292329
32680530,31982358
80278835,79353271
150469199,149801442
155238896,154207318
162391733,161242164
148855969,148181815
150211214,149548047
172705761,169653356
178801857,176828876
197504480,159771222
158509837,145603989
40103123,39084460
44889346,43849983
40991515,40201538
122170318,121347026
115749219,113979865
107839222,106237642
112440161,111538528
34901431,34156171
28863463,28006621
35388911,32163994
38638682,37483738
30624634,29986861
66650085,65944325
75034845,74236915
101912141,101150839
111554429,109945161
76060051,75490624
96087432,95306856
112700525,110891907
122787322,122141243
172735555,171817541
164018459,161803333
148641827,136639349
104073570,94344864
113370535,112068461
120544365,119762878
109475478,108734920
114835229,112954825
80084194,79091957
142419239,140087978
32682456,31077145
77468262,76019116
29750913,28555384
57662706,56227041
72880112,71892528
67016260,66320053
87797264,87025705
46421345,45076196
120950762,117537083
154184174,153213869
113493512,112589949
110472655,109785067
102771564,102100464
27204803,26643759
30554069,29956826
71160873,70628312
78350124,77674047
76112944,75014777
26681488,26047951
29676369,29210612
100162393,99602430
112283116,111782140
113924395,113337757
111635531,111066969
80163777,79516485
53209109,52641762
50583244,50108562
96653690,96167123
50672237,50113655
35311687,34647054
26158455,25543436
41341152,39880250
83162694,82585769
79124666,78637562
63792118,63184638
56724994,56045597
63182363,61955733
74343756,73619943
68401279,67801692
58038992,57530214
59954595,59399166
59134095,58195707
30933201,30264632
33301647,32684766
92557491,91861008
98543826,97278243
102662610,101567160
29349967,28894713
84939594,84400827
68759392,65911177
47734074,47087107
48205232,47282745
28680641,27730603
36513198,34273153
55733128,54979755
32096344,30163741
35301636,34087137
30444420,29661103
38480447,35547612
275329164,273959388
320056963,319599521
334344231,330382919
423104659,422097804
371355397,370587037
413778081,413151834
27469097,26697157
290924749,290216114
218321149,217156595
389521084,388127541
196159742,193665650
127153478,126405101
168855676,165768442
36432549,35401486
30779755,29463914
33388039,31909374
60469925,59672934
84664334,84118071
69620025,68926463
79407187,78708872
66104810,65436218
82316808,81741164
89252087,87248670
84766850,84162286
65036076,64467407
60949568,59248059
38696647,37978969
77893096,76343679
88511340,83038493
87709198,85996988
81702319,80725169
103306770,102255965
38459911,29490379
126778880,125873946
89310596,82466469
97088113,96315289
31448908,30838698
83769750,82398672
108351404,107511199
138014012,135851741
142181120,141446826
145101617,140478110
107266436,106593131
132541693,131923421
98000765,97425969
96713605,96207788
105702716,79172500
28730855,27965188
35641279,35074417
78599085,77810637
78783572,74448988
103686694,102930155
49057836,47620829
110235483,109661273
100073573,99601722
124161078,123553441
92754284,91873427
36327298,35609708
31364504,30542635
57759578,55414042
73662655,72847170
77598513,69161110
65409185,64513360
63591727,62814303
194602852,190296447
149197017,148495341
200315591,197956122
201717725,200494696
172284474,163844396
31530221,30987732
28185441,27628125
27531436,26898140
99158604,98564441
124244762,123294304
88364876,87161360
93934325,92975314
56264260,55694515
114300187,109911458
121032374,113296828
121484727,119428632
59974475,59378070
34118845,33649618
37281422,36551530
59247208,58351710
70604083,69581064
54709478,47609945
146141921,145388625
180382473,179649934
196278214,195415913
185666020,184918770
190536750,189977458
183000239,182400522
48680619,48030364
93742516,92945917
39107720,38284351
47041775,46441516
33661246,32935170
61495184,60720860
56663229,55489108
120580135,119220509
147603660,146650699
26467951,25585983
176262392,175494141
174799896,174314626
151160539,150501245
158903115,157728631
163216789,161606663
67630424,66675775
69279414,67352399
31373503,29423174
60530576,59828053
88487182,87718297
88092380,87502215
67163472,66483406
63325212,62743439
102471701,102002257
111086554,110611101
109428956,106635266
95151182,94644088
112587086,109035991
28942438,28063616
29706711,28992842
82725246,81460805
90775449,85067132
93367011,86487599
25154880,24626003
31795423,30723549
29343138,28153631
53701919,53120646
51042398,50286913
32523033,31892281
157155354,156322606
166135811,165302314
182923729,182203914
187891252,187263614
155811509,155273793
107497550,107045935
84065084,83606899
31847298,31121420
32641997,31783181
93889740,93262514
91930834,91234944
75464078,74209359
82312882,81680757
84571636,83921102
90864172,89931290
31883812,29885048
97587853,96634936
101501388,100500844
66651234,65591345
96978351,96152465
104660350,100940815
113310482,112737814
137827086,136435527
142399753,141418453
154545029,152934203
74938690,61109471
92158167,91377218
92056775,91189543
95865568,80066049
41539061,40519767
136640279,134801672
60941118,59730468
75463109,50741876
171195056,170670612
153745520,153018683
157140923,156456073
176260440,175069080
175075068,174279114
170731016,118079750
29847881,29254361
33088921,32368417
28344542,27747891
155231692,153525690
179257794,178775280
190130596,189528081
204941426,196838135
144267313,143171567
176969491,176317635
227086981,226479199
122365719,121640249
31555517,30943509
30073441,29604037
55774793,55242618
57010711,54567804
40075240,38946067
60693898,59932861
66689543,65958081
72604327,71664425
82018321,79145487
83896737,83242604
93057497,92191293
67271374,66780656
65249050,64575850
70975033,70294904
71451725,70733875
46393658,45469031
72658811,60941230
65015386,64209557
105572960,104612644
117570864,116759018
45704349,45160960
96338827,95436712
44799702,44320737
97980570,96144611
34688399,34123334
29279158,28823583
74934833,74082038
78830417,77599346
59701934,58943951
35435027,34719780
125259091,124423480
111159279,109633549
133605276,133104380
156802367,156331516
165441133,164926743
140580393,140136746
40683595,40029743
68835187,67276385
69111310,68662628
36187136,33299884
34978753,34456608
99288544,95642892
109623412,104283149
114395579,113890327
112589712,112149829
156864986,153293378
162120382,160587613
165176777,163542296
112496522,75529409
114619912,113634915
42831249,42210805
28778076,28044772
30007507,29457361
54380663,53700213
65393114,64663443
48230596,47019821
147855749,146592448
133894494,132872702
173267967,171313835
174765783,174027801
147927247,147159028
29245497,28187106
34812813,34213522
38976089,38502692
54827050,54095013
48392972,47871722
40267920,39246867
40423579,39987358
31998681,29652730
31807132,30754670
168639282,168155100
202691741,199983822
211229407,210583167
259295007,257277628
246530036,244837032
29877817,29205184
191861697,191223738
40420540,39452561
160822827,159919505
36956291,36450269
121317083,117133039
73342805,72599126
26925587,26442113
30927718,29534775
63282070,62172977
75284569,69368615
49427785,48968597
52870359,52231289
46446294,45540080
107133861,106028204
89893666,89432093
30899769,30350254
126253013,125643202
125295685,124839949
32326403,30622893
45879897,44298146
47827110,47122251
50091604,49274416
50776854,50249804
63225934,62633632
74621170,73473480
82543880,82086866
99623085,99155572
91870822,91399279
112990301,111781356
132627977,126452075
134128396,128832330
69657601,69111677
83688231,83110162
27731840,27213904
38760928,38387773
44414898,43855829
36257074,35782759
40800514,40349353
71848033,71277362
34067502,33657742
27039134,26596997
166001536,165453130
201982099,201395234
203565311,202635601
188804779,188395013
51091220,44807855
177569894,177002409
183835429,183231172
39083777,38525724
182830548,181321095
96557080,95992727
33050972,32492918
61838303,60422475
62868236,62259764
59457437,58709170
54534425,54000103
38031333,37007002
130991795,130350586
132808909,132109409
140694868,140059061
165070831,164497692
90414097,89069876
63405872,62615712
81388946,80436151
30548528,29376269
66939157,66320432
69817308,68449661
31433409,30837682
99898725,99308562
97473890,96905931
106579975,105443294
85921509,85389894
51830580,51288184
32481731,31769093
62205676,61450044
75559229,64851964
81270782,80358207
31165298,30309987
50236701,49825664
58202878,57569844
100045119,99499210
33490062,30223240
125340232,124779777
29934639,28849199
126222904,125284239
141403317,140876869
80081242,79502466
58766199,58103803
30234271,29692786
33714991,32738552
26631596,25719814
